"Dept","Whitehall","value","measure","Period","group","change"
"DECC","Whitehall",0.321428571,"Cumulative_Perc_net_change","2013Q2","DECC-Whitehall",Inf
"DECC","Whitehall",0.339285714,"Cumulative_Perc_net_change","2013Q3","DECC-Whitehall",Inf
"DECC","Whitehall",0.401785714,"Cumulative_Perc_net_change","2013Q4","DECC-Whitehall",Inf
"DEFRA","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DEFRA-Departmental Group",NA
"DEFRA","Departmental Group",-0.01863354,"Cumulative_Perc_net_change","2010Q4","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.025879917,"Cumulative_Perc_net_change","2011Q1","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.046583851,"Cumulative_Perc_net_change","2011Q2","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.103519669,"Cumulative_Perc_net_change","2011Q3","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.118012422,"Cumulative_Perc_net_change","2011Q4","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.121118012,"Cumulative_Perc_net_change","2012Q1","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.135610766,"Cumulative_Perc_net_change","2012Q2","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.148033126,"Cumulative_Perc_net_change","2012Q3","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.15010352,"Cumulative_Perc_net_change","2012Q4","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.16252588,"Cumulative_Perc_net_change","2013Q1","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.164596273,"Cumulative_Perc_net_change","2013Q2","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.179089027,"Cumulative_Perc_net_change","2013Q3","DEFRA-Departmental Group",-Inf
"DEFRA","Departmental Group",-0.177018634,"Cumulative_Perc_net_change","2013Q4","DEFRA-Departmental Group",-Inf
"DEFRA","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DEFRA-Non-Whitehall",NA
"DEFRA","Non-Whitehall",-0.022630835,"Cumulative_Perc_net_change","2010Q4","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.026874116,"Cumulative_Perc_net_change","2011Q1","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.028288543,"Cumulative_Perc_net_change","2011Q2","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.072135785,"Cumulative_Perc_net_change","2011Q3","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.089108911,"Cumulative_Perc_net_change","2011Q4","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.09476662,"Cumulative_Perc_net_change","2012Q1","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.110325318,"Cumulative_Perc_net_change","2012Q2","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.121640736,"Cumulative_Perc_net_change","2012Q3","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.127298444,"Cumulative_Perc_net_change","2012Q4","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.151343706,"Cumulative_Perc_net_change","2013Q1","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.161244696,"Cumulative_Perc_net_change","2013Q2","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.186704385,"Cumulative_Perc_net_change","2013Q3","DEFRA-Non-Whitehall",-Inf
"DEFRA","Non-Whitehall",-0.181046676,"Cumulative_Perc_net_change","2013Q4","DEFRA-Non-Whitehall",-Inf
"DEFRA","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DEFRA-Whitehall",NA
"DEFRA","Whitehall",-0.007722008,"Cumulative_Perc_net_change","2010Q4","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.023166023,"Cumulative_Perc_net_change","2011Q1","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.096525097,"Cumulative_Perc_net_change","2011Q2","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.189189189,"Cumulative_Perc_net_change","2011Q3","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.196911197,"Cumulative_Perc_net_change","2011Q4","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.193050193,"Cumulative_Perc_net_change","2012Q1","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.204633205,"Cumulative_Perc_net_change","2012Q2","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.22007722,"Cumulative_Perc_net_change","2012Q3","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.212355212,"Cumulative_Perc_net_change","2012Q4","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.193050193,"Cumulative_Perc_net_change","2013Q1","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.173745174,"Cumulative_Perc_net_change","2013Q2","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.158301158,"Cumulative_Perc_net_change","2013Q3","DEFRA-Whitehall",-Inf
"DEFRA","Whitehall",-0.166023166,"Cumulative_Perc_net_change","2013Q4","DEFRA-Whitehall",-Inf
"DH","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DH-Departmental Group",NA
"DH","Departmental Group",-0.003913894,"Cumulative_Perc_net_change","2010Q4","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.017612524,"Cumulative_Perc_net_change","2011Q1","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.050880626,"Cumulative_Perc_net_change","2011Q2","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.097847358,"Cumulative_Perc_net_change","2011Q3","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.111545988,"Cumulative_Perc_net_change","2011Q4","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.125244618,"Cumulative_Perc_net_change","2012Q1","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.129158513,"Cumulative_Perc_net_change","2012Q2","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.129158513,"Cumulative_Perc_net_change","2012Q3","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.135029354,"Cumulative_Perc_net_change","2012Q4","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.140900196,"Cumulative_Perc_net_change","2013Q1","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.152641879,"Cumulative_Perc_net_change","2013Q2","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.153569982,"Cumulative_Perc_net_change","2013Q3","DH-Departmental Group",-Inf
"DH","Departmental Group",-0.141504642,"Cumulative_Perc_net_change","2013Q4","DH-Departmental Group",-Inf
"DH","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DH-Non-Whitehall",NA
"DH","Non-Whitehall",-0.019455253,"Cumulative_Perc_net_change","2010Q4","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.042801556,"Cumulative_Perc_net_change","2011Q1","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.042801556,"Cumulative_Perc_net_change","2011Q2","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.128404669,"Cumulative_Perc_net_change","2011Q3","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.140077821,"Cumulative_Perc_net_change","2011Q4","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.151750973,"Cumulative_Perc_net_change","2012Q1","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.151750973,"Cumulative_Perc_net_change","2012Q2","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.147859922,"Cumulative_Perc_net_change","2012Q3","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.151750973,"Cumulative_Perc_net_change","2012Q4","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.147859922,"Cumulative_Perc_net_change","2013Q1","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.042801556,"Cumulative_Perc_net_change","2013Q2","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.041483101,"Cumulative_Perc_net_change","2013Q3","DH-Non-Whitehall",-Inf
"DH","Non-Whitehall",-0.023024729,"Cumulative_Perc_net_change","2013Q4","DH-Non-Whitehall",-Inf
"DH","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DH-Whitehall",NA
"DH","Whitehall",0.011811024,"Cumulative_Perc_net_change","2010Q4","DH-Whitehall",Inf
"DH","Whitehall",0.007874016,"Cumulative_Perc_net_change","2011Q1","DH-Whitehall",Inf
"DH","Whitehall",-0.059055118,"Cumulative_Perc_net_change","2011Q2","DH-Whitehall",-Inf
"DH","Whitehall",-0.066929134,"Cumulative_Perc_net_change","2011Q3","DH-Whitehall",-Inf
"DH","Whitehall",-0.082677165,"Cumulative_Perc_net_change","2011Q4","DH-Whitehall",-Inf
"DH","Whitehall",-0.098425197,"Cumulative_Perc_net_change","2012Q1","DH-Whitehall",-Inf
"DH","Whitehall",-0.106299213,"Cumulative_Perc_net_change","2012Q2","DH-Whitehall",-Inf
"DH","Whitehall",-0.11023622,"Cumulative_Perc_net_change","2012Q3","DH-Whitehall",-Inf
"DH","Whitehall",-0.118110236,"Cumulative_Perc_net_change","2012Q4","DH-Whitehall",-Inf
"DH","Whitehall",-0.133858268,"Cumulative_Perc_net_change","2013Q1","DH-Whitehall",-Inf
"DH","Whitehall",-0.263779528,"Cumulative_Perc_net_change","2013Q2","DH-Whitehall",-Inf
"DH","Whitehall",-0.271653543,"Cumulative_Perc_net_change","2013Q3","DH-Whitehall",-Inf
"DH","Whitehall",-0.275590551,"Cumulative_Perc_net_change","2013Q4","DH-Whitehall",-Inf
"DWP","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DWP-Departmental Group",NA
"DWP","Departmental Group",-0.026942736,"Cumulative_Perc_net_change","2010Q4","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.050593433,"Cumulative_Perc_net_change","2011Q1","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.084293511,"Cumulative_Perc_net_change","2011Q2","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.113055531,"Cumulative_Perc_net_change","2011Q3","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.124144503,"Cumulative_Perc_net_change","2011Q4","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.13540674,"Cumulative_Perc_net_change","2012Q1","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.149181322,"Cumulative_Perc_net_change","2012Q2","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.14710214,"Cumulative_Perc_net_change","2012Q3","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.15715152,"Cumulative_Perc_net_change","2012Q4","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.17083947,"Cumulative_Perc_net_change","2013Q1","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.186953132,"Cumulative_Perc_net_change","2013Q2","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.200391206,"Cumulative_Perc_net_change","2013Q3","DWP-Departmental Group",-Inf
"DWP","Departmental Group",-0.218164144,"Cumulative_Perc_net_change","2013Q4","DWP-Departmental Group",-Inf
"DWP","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DWP-Non-Whitehall",NA
"DWP","Non-Whitehall",-0.026942736,"Cumulative_Perc_net_change","2010Q4","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.050593433,"Cumulative_Perc_net_change","2011Q1","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.084293511,"Cumulative_Perc_net_change","2011Q2","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.113055531,"Cumulative_Perc_net_change","2011Q3","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.124144503,"Cumulative_Perc_net_change","2011Q4","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.13540674,"Cumulative_Perc_net_change","2012Q1","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.149181322,"Cumulative_Perc_net_change","2012Q2","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.14710214,"Cumulative_Perc_net_change","2012Q3","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.15715152,"Cumulative_Perc_net_change","2012Q4","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.17083947,"Cumulative_Perc_net_change","2013Q1","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.186953132,"Cumulative_Perc_net_change","2013Q2","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.200391206,"Cumulative_Perc_net_change","2013Q3","DWP-Non-Whitehall",-Inf
"DWP","Non-Whitehall",-0.218164144,"Cumulative_Perc_net_change","2013Q4","DWP-Non-Whitehall",-Inf
"DWP","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","DWP-Whitehall",NA
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","DWP-Whitehall",NA
"DfE","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DfE-Departmental Group",NA
"DfE","Departmental Group",-0.022371365,"Cumulative_Perc_net_change","2010Q4","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.042505593,"Cumulative_Perc_net_change","2011Q1","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.082774049,"Cumulative_Perc_net_change","2011Q2","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.087248322,"Cumulative_Perc_net_change","2011Q3","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.049217002,"Cumulative_Perc_net_change","2011Q4","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.046979866,"Cumulative_Perc_net_change","2012Q1","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.046979866,"Cumulative_Perc_net_change","2012Q2","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.077093885,"Cumulative_Perc_net_change","2012Q3","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.089493775,"Cumulative_Perc_net_change","2012Q4","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.094808014,"Cumulative_Perc_net_change","2013Q1","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.121379207,"Cumulative_Perc_net_change","2013Q2","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.160350291,"Cumulative_Perc_net_change","2013Q3","DfE-Departmental Group",-Inf
"DfE","Departmental Group",-0.156807465,"Cumulative_Perc_net_change","2013Q4","DfE-Departmental Group",-Inf
"DfE","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfE-Non-Whitehall",NA
"DfE","Non-Whitehall",-0.023952096,"Cumulative_Perc_net_change","2010Q4","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.02994012,"Cumulative_Perc_net_change","2011Q1","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.035928144,"Cumulative_Perc_net_change","2011Q2","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.047904192,"Cumulative_Perc_net_change","2011Q3","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",0,"Cumulative_Perc_net_change","2011Q4","DfE-Non-Whitehall",NA
"DfE","Non-Whitehall",0,"Cumulative_Perc_net_change","2012Q1","DfE-Non-Whitehall",NA
"DfE","Non-Whitehall",-0.023952096,"Cumulative_Perc_net_change","2012Q2","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.055895482,"Cumulative_Perc_net_change","2012Q3","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.084289603,"Cumulative_Perc_net_change","2012Q4","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.080740338,"Cumulative_Perc_net_change","2013Q1","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.077191072,"Cumulative_Perc_net_change","2013Q2","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.091388133,"Cumulative_Perc_net_change","2013Q3","DfE-Non-Whitehall",-Inf
"DfE","Non-Whitehall",-0.098486663,"Cumulative_Perc_net_change","2013Q4","DfE-Non-Whitehall",-Inf
"DfE","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfE-Whitehall",NA
"DfE","Whitehall",-0.021428571,"Cumulative_Perc_net_change","2010Q4","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q1","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.110714286,"Cumulative_Perc_net_change","2011Q2","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.110714286,"Cumulative_Perc_net_change","2011Q3","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.078571429,"Cumulative_Perc_net_change","2011Q4","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.075,"Cumulative_Perc_net_change","2012Q1","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.060714286,"Cumulative_Perc_net_change","2012Q2","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.089285714,"Cumulative_Perc_net_change","2012Q3","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.085714286,"Cumulative_Perc_net_change","2012Q4","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.1,"Cumulative_Perc_net_change","2013Q1","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.157142857,"Cumulative_Perc_net_change","2013Q2","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.221428571,"Cumulative_Perc_net_change","2013Q3","DfE-Whitehall",-Inf
"DfE","Whitehall",-0.207142857,"Cumulative_Perc_net_change","2013Q4","DfE-Whitehall",-Inf
"DfID","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DfID-Departmental Group",NA
"DfID","Departmental Group",-0.0125,"Cumulative_Perc_net_change","2010Q4","DfID-Departmental Group",-Inf
"DfID","Departmental Group",-0.01875,"Cumulative_Perc_net_change","2011Q1","DfID-Departmental Group",-Inf
"DfID","Departmental Group",-0.025,"Cumulative_Perc_net_change","2011Q2","DfID-Departmental Group",-Inf
"DfID","Departmental Group",-0.025,"Cumulative_Perc_net_change","2011Q3","DfID-Departmental Group",-Inf
"DfID","Departmental Group",0.0125,"Cumulative_Perc_net_change","2011Q4","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.03125,"Cumulative_Perc_net_change","2012Q1","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.05625,"Cumulative_Perc_net_change","2012Q2","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.06875,"Cumulative_Perc_net_change","2012Q3","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.08125,"Cumulative_Perc_net_change","2012Q4","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.1,"Cumulative_Perc_net_change","2013Q1","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.13125,"Cumulative_Perc_net_change","2013Q2","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.14375,"Cumulative_Perc_net_change","2013Q3","DfID-Departmental Group",Inf
"DfID","Departmental Group",0.1375,"Cumulative_Perc_net_change","2013Q4","DfID-Departmental Group",Inf
"DfID","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","DfID-Non-Whitehall",NA
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","DfID-Non-Whitehall",NA
"DfID","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfID-Whitehall",NA
"DfID","Whitehall",-0.0125,"Cumulative_Perc_net_change","2010Q4","DfID-Whitehall",-Inf
"DfID","Whitehall",-0.01875,"Cumulative_Perc_net_change","2011Q1","DfID-Whitehall",-Inf
"DfID","Whitehall",-0.025,"Cumulative_Perc_net_change","2011Q2","DfID-Whitehall",-Inf
"DfID","Whitehall",-0.025,"Cumulative_Perc_net_change","2011Q3","DfID-Whitehall",-Inf
"DfID","Whitehall",0.0125,"Cumulative_Perc_net_change","2011Q4","DfID-Whitehall",Inf
"DfID","Whitehall",0.03125,"Cumulative_Perc_net_change","2012Q1","DfID-Whitehall",Inf
"DfID","Whitehall",0.05625,"Cumulative_Perc_net_change","2012Q2","DfID-Whitehall",Inf
"DfID","Whitehall",0.06875,"Cumulative_Perc_net_change","2012Q3","DfID-Whitehall",Inf
"DfID","Whitehall",0.08125,"Cumulative_Perc_net_change","2012Q4","DfID-Whitehall",Inf
"DfID","Whitehall",0.1,"Cumulative_Perc_net_change","2013Q1","DfID-Whitehall",Inf
"DfID","Whitehall",0.13125,"Cumulative_Perc_net_change","2013Q2","DfID-Whitehall",Inf
"DfID","Whitehall",0.14375,"Cumulative_Perc_net_change","2013Q3","DfID-Whitehall",Inf
"DfID","Whitehall",0.1375,"Cumulative_Perc_net_change","2013Q4","DfID-Whitehall",Inf
"DfT","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DfT-Departmental Group",NA
"DfT","Departmental Group",-0.013586957,"Cumulative_Perc_net_change","2010Q4","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.039673913,"Cumulative_Perc_net_change","2011Q1","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.055434783,"Cumulative_Perc_net_change","2011Q2","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.066847826,"Cumulative_Perc_net_change","2011Q3","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.074456522,"Cumulative_Perc_net_change","2011Q4","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.080434783,"Cumulative_Perc_net_change","2012Q1","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.084782609,"Cumulative_Perc_net_change","2012Q2","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.088586957,"Cumulative_Perc_net_change","2012Q3","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.088586957,"Cumulative_Perc_net_change","2012Q4","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.0875,"Cumulative_Perc_net_change","2013Q1","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.104891304,"Cumulative_Perc_net_change","2013Q2","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.105434783,"Cumulative_Perc_net_change","2013Q3","DfT-Departmental Group",-Inf
"DfT","Departmental Group",-0.127173913,"Cumulative_Perc_net_change","2013Q4","DfT-Departmental Group",-Inf
"DfT","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfT-Non-Whitehall",NA
"DfT","Non-Whitehall",-0.012859767,"Cumulative_Perc_net_change","2010Q4","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.031843233,"Cumulative_Perc_net_change","2011Q1","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.044703001,"Cumulative_Perc_net_change","2011Q2","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.053276179,"Cumulative_Perc_net_change","2011Q3","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.058787508,"Cumulative_Perc_net_change","2011Q4","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.063686467,"Cumulative_Perc_net_change","2012Q1","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.069197795,"Cumulative_Perc_net_change","2012Q2","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.074709124,"Cumulative_Perc_net_change","2012Q3","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.077158604,"Cumulative_Perc_net_change","2012Q4","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.076546234,"Cumulative_Perc_net_change","2013Q1","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.09430496,"Cumulative_Perc_net_change","2013Q2","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.09430496,"Cumulative_Perc_net_change","2013Q3","DfT-Non-Whitehall",-Inf
"DfT","Non-Whitehall",-0.119565842,"Cumulative_Perc_net_change","2013Q4","DfT-Non-Whitehall",-Inf
"DfT","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfT-Whitehall",NA
"DfT","Whitehall",-0.019323671,"Cumulative_Perc_net_change","2010Q4","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.101449275,"Cumulative_Perc_net_change","2011Q1","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.140096618,"Cumulative_Perc_net_change","2011Q2","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.173913043,"Cumulative_Perc_net_change","2011Q3","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.198067633,"Cumulative_Perc_net_change","2011Q4","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.212560386,"Cumulative_Perc_net_change","2012Q1","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.207729469,"Cumulative_Perc_net_change","2012Q2","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.198067633,"Cumulative_Perc_net_change","2012Q3","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.178743961,"Cumulative_Perc_net_change","2012Q4","DfT-Whitehall",-Inf
