"","Group","Date","Civil.Service.grad","Ethnic.grou","count","total","share","sorter","totalgroup","grp","yvar","minpop"
"205","Whole Civil Service",2012,"All grades","Ethnic Minority",34500,371530,0.0928592576642532,0.0928592576642532,TRUE,"Whole Civil Service All grades",0.0928592576642532,0.14
"206","Whole Civil Service",2011,"All grades","Ethnic Minority",36630,396370,0.0924136539092262,0.0928592576642532,TRUE,"Whole Civil Service All grades",0.0924136539092262,0.14
"207","Whole Civil Service",2010,"All grades","Ethnic Minority",37810,410850,0.0920287209443836,0.0928592576642532,TRUE,"Whole Civil Service All grades",0.0920287209443836,0.14
"208","Whole Civil Service",2011,"SCS","Ethnic Minority",190,3730,0.0509383378016086,0.0928592576642532,TRUE,"Whole Civil Service SCS",0.0509383378016086,0.14
"209","Whole Civil Service",2009,"All grades","Ethnic Minority",36750,411370,0.0893356345868683,0.0928592576642532,TRUE,"Whole Civil Service All grades",0.0893356345868683,0.14
"210","Whole Civil Service",2010,"SCS","Ethnic Minority",200,4040,0.0495049504950495,0.0928592576642532,TRUE,"Whole Civil Service SCS",0.0495049504950495,0.14
"211","Whole Civil Service",2013,"SCS","Ethnic Minority",160,3460,0.046242774566474,0.0928592576642532,TRUE,"Whole Civil Service SCS",0.046242774566474,0.14
"212","Whole Civil Service",2008,"SCS","Ethnic Minority",170,3920,0.0433673469387755,0.0928592576642532,TRUE,"Whole Civil Service SCS",0.0433673469387755,0.14
"213","Whole Civil Service",2008,"All grades","Ethnic Minority",35310,415750,0.0849308478653037,0.0928592576642532,TRUE,"Whole Civil Service All grades",0.0849308478653037,0.14
"214","Whole Civil Service",2009,"SCS","Ethnic Minority",170,4020,0.0422885572139304,0.0928592576642532,TRUE,"Whole Civil Service SCS",0.0422885572139304,0.14
"215","Whole Civil Service",2012,"SCS","Ethnic Minority",180,3590,0.0501392757660167,0.0928592576642532,TRUE,"Whole Civil Service SCS",0.0501392757660167,0.14
"216","Whole Civil Service",2013,"All grades","Ethnic Minority",34080,356680,0.095547829987664,0.0928592576642532,TRUE,"Whole Civil Service All grades",0.095547829987664,0.14
