"Dept","Whitehall","value","measure","Period","group","chart","sorter","totalgroup"
"DEFRA","Departmental Group",-0.14,"Cumulative_Perc_net_change","2012Q2","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.12,"Cumulative_Perc_net_change","2011Q4","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Non-Whitehall",-0.12,"Cumulative_Perc_net_change","2012Q3","DEFRA-Non-Whitehall",TRUE,-0.18,FALSE
"DEFRA","Non-Whitehall",-0.03,"Cumulative_Perc_net_change","2011Q2","DEFRA-Non-Whitehall",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.1,"Cumulative_Perc_net_change","2011Q3","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.16,"Cumulative_Perc_net_change","2013Q1","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q1","DEFRA-Non-Whitehall",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q2","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.16,"Cumulative_Perc_net_change","2013Q2","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DEFRA-Non-Whitehall",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.02,"Cumulative_Perc_net_change","2010Q4","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.18,"Cumulative_Perc_net_change","2013Q3","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.12,"Cumulative_Perc_net_change","2012Q1","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.15,"Cumulative_Perc_net_change","2012Q3","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Non-Whitehall",-0.09,"Cumulative_Perc_net_change","2012Q1","DEFRA-Non-Whitehall",TRUE,-0.18,FALSE
"DEFRA","Non-Whitehall",-0.02,"Cumulative_Perc_net_change","2010Q4","DEFRA-Non-Whitehall",TRUE,-0.18,FALSE
"DEFRA","Departmental Group",-0.15,"Cumulative_Perc_net_change","2012Q4","DEFRA-Departmental Group",TRUE,-0.18,FALSE
"DEFRA","Non-Whitehall",-0.16,"Cumulative_Perc_net_change","2013Q2","DEFRA-Non-Whitehall",TRUE,-0.18,FALSE
"DfE","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.02,"Cumulative_Perc_net_change","2010Q4","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.09,"Cumulative_Perc_net_change","2012Q4","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.09,"Cumulative_Perc_net_change","2013Q3","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.06,"Cumulative_Perc_net_change","2012Q2","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q1","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.22,"Cumulative_Perc_net_change","2013Q3","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.08,"Cumulative_Perc_net_change","2011Q4","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.1,"Cumulative_Perc_net_change","2013Q1","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2011Q2","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.11,"Cumulative_Perc_net_change","2011Q3","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q4","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",0,"Cumulative_Perc_net_change","2011Q4","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.08,"Cumulative_Perc_net_change","2012Q1","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.09,"Cumulative_Perc_net_change","2011Q3","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.02,"Cumulative_Perc_net_change","2012Q2","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.03,"Cumulative_Perc_net_change","2011Q1","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.08,"Cumulative_Perc_net_change","2013Q1","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.05,"Cumulative_Perc_net_change","2012Q1","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q3","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.09,"Cumulative_Perc_net_change","2013Q1","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.06,"Cumulative_Perc_net_change","2012Q3","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.09,"Cumulative_Perc_net_change","2012Q3","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.11,"Cumulative_Perc_net_change","2011Q2","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Whitehall",-0.16,"Cumulative_Perc_net_change","2013Q2","DfE-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.05,"Cumulative_Perc_net_change","2012Q2","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.16,"Cumulative_Perc_net_change","2013Q3","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.08,"Cumulative_Perc_net_change","2011Q2","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.12,"Cumulative_Perc_net_change","2013Q2","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.02,"Cumulative_Perc_net_change","2010Q4","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.08,"Cumulative_Perc_net_change","2012Q4","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.09,"Cumulative_Perc_net_change","2012Q4","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.04,"Cumulative_Perc_net_change","2011Q1","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",-0.08,"Cumulative_Perc_net_change","2013Q2","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.08,"Cumulative_Perc_net_change","2012Q3","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfE","Non-Whitehall",0,"Cumulative_Perc_net_change","2012Q1","DfE-Non-Whitehall",TRUE,-0.16,FALSE
"DfE","Departmental Group",-0.02,"Cumulative_Perc_net_change","2010Q4","DfE-Departmental Group",TRUE,-0.16,FALSE
"DfID","Whitehall",0.01,"Cumulative_Perc_net_change","2011Q4","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",0.1,"Cumulative_Perc_net_change","2013Q1","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",-0.03,"Cumulative_Perc_net_change","2011Q2","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",-0.02,"Cumulative_Perc_net_change","2011Q1","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",0.13,"Cumulative_Perc_net_change","2013Q2","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",-0.03,"Cumulative_Perc_net_change","2011Q3","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",0.14,"Cumulative_Perc_net_change","2013Q3","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",0.06,"Cumulative_Perc_net_change","2012Q2","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",0.03,"Cumulative_Perc_net_change","2012Q1","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Whitehall",0.03,"Cumulative_Perc_net_change","2012Q1","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",0.13,"Cumulative_Perc_net_change","2013Q2","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",0.01,"Cumulative_Perc_net_change","2011Q4","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Departmental Group",-0.02,"Cumulative_Perc_net_change","2011Q1","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",-0.03,"Cumulative_Perc_net_change","2011Q2","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Whitehall",0.07,"Cumulative_Perc_net_change","2012Q3","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",0.1,"Cumulative_Perc_net_change","2013Q1","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",-0.01,"Cumulative_Perc_net_change","2010Q4","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Departmental Group",0.07,"Cumulative_Perc_net_change","2012Q3","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Whitehall",-0.01,"Cumulative_Perc_net_change","2010Q4","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Whitehall",0.08,"Cumulative_Perc_net_change","2012Q4","DfID-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",0.14,"Cumulative_Perc_net_change","2013Q3","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Departmental Group",0.06,"Cumulative_Perc_net_change","2012Q2","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Departmental Group",-0.03,"Cumulative_Perc_net_change","2011Q3","DfID-Departmental Group",TRUE,0.14,FALSE
"DfID","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","DfID-Non-Whitehall",TRUE,0.14,FALSE
"DfID","Departmental Group",0.08,"Cumulative_Perc_net_change","2012Q4","DfID-Departmental Group",TRUE,0.14,FALSE
"DfT","Non-Whitehall",-0.07,"Cumulative_Perc_net_change","2012Q3","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.17,"Cumulative_Perc_net_change","2011Q3","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.08,"Cumulative_Perc_net_change","2012Q1","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.07,"Cumulative_Perc_net_change","2012Q2","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.03,"Cumulative_Perc_net_change","2011Q1","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.08,"Cumulative_Perc_net_change","2012Q4","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.1,"Cumulative_Perc_net_change","2013Q2","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2011Q2","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.07,"Cumulative_Perc_net_change","2011Q4","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.09,"Cumulative_Perc_net_change","2013Q3","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.06,"Cumulative_Perc_net_change","2012Q1","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.19,"Cumulative_Perc_net_change","2013Q3","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.06,"Cumulative_Perc_net_change","2011Q4","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.08,"Cumulative_Perc_net_change","2012Q2","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.08,"Cumulative_Perc_net_change","2013Q1","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.17,"Cumulative_Perc_net_change","2013Q1","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.01,"Cumulative_Perc_net_change","2010Q4","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.09,"Cumulative_Perc_net_change","2013Q1","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.06,"Cumulative_Perc_net_change","2011Q2","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.2,"Cumulative_Perc_net_change","2012Q3","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.14,"Cumulative_Perc_net_change","2011Q2","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.09,"Cumulative_Perc_net_change","2013Q2","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.01,"Cumulative_Perc_net_change","2010Q4","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.09,"Cumulative_Perc_net_change","2012Q3","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.2,"Cumulative_Perc_net_change","2011Q4","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.11,"Cumulative_Perc_net_change","2013Q3","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q3","DfT-Non-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.1,"Cumulative_Perc_net_change","2011Q1","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.21,"Cumulative_Perc_net_change","2012Q2","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.21,"Cumulative_Perc_net_change","2012Q1","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.02,"Cumulative_Perc_net_change","2010Q4","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.18,"Cumulative_Perc_net_change","2012Q4","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Whitehall",-0.19,"Cumulative_Perc_net_change","2013Q2","DfT-Whitehall",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.04,"Cumulative_Perc_net_change","2011Q1","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.09,"Cumulative_Perc_net_change","2012Q4","DfT-Departmental Group",TRUE,-0.11,FALSE
"DfT","Departmental Group",-0.07,"Cumulative_Perc_net_change","2011Q3","DfT-Departmental Group",TRUE,-0.11,FALSE
"DH","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q3","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2011Q1","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.13,"Cumulative_Perc_net_change","2012Q1","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2011Q2","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2013Q3","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q4","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q1","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.15,"Cumulative_Perc_net_change","2013Q2","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q1","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.02,"Cumulative_Perc_net_change","2010Q4","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q2","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Departmental Group",0,"Cumulative_Perc_net_change","2010Q4","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.13,"Cumulative_Perc_net_change","2012Q2","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.13,"Cumulative_Perc_net_change","2011Q3","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.14,"Cumulative_Perc_net_change","2011Q4","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.13,"Cumulative_Perc_net_change","2013Q1","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.13,"Cumulative_Perc_net_change","2012Q3","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2013Q2","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.11,"Cumulative_Perc_net_change","2012Q3","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q2","DH-Non-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.08,"Cumulative_Perc_net_change","2011Q4","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.06,"Cumulative_Perc_net_change","2011Q2","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.11,"Cumulative_Perc_net_change","2012Q2","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",0.01,"Cumulative_Perc_net_change","2011Q1","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.02,"Cumulative_Perc_net_change","2011Q1","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.14,"Cumulative_Perc_net_change","2013Q1","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.15,"Cumulative_Perc_net_change","2013Q3","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.14,"Cumulative_Perc_net_change","2012Q4","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Whitehall",-0.27,"Cumulative_Perc_net_change","2013Q3","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.12,"Cumulative_Perc_net_change","2012Q4","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.11,"Cumulative_Perc_net_change","2011Q4","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Whitehall",-0.07,"Cumulative_Perc_net_change","2011Q3","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Departmental Group",-0.1,"Cumulative_Perc_net_change","2011Q3","DH-Departmental Group",TRUE,-0.15,FALSE
"DH","Whitehall",0.01,"Cumulative_Perc_net_change","2010Q4","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.26,"Cumulative_Perc_net_change","2013Q2","DH-Whitehall",TRUE,-0.15,FALSE
"DH","Whitehall",-0.1,"Cumulative_Perc_net_change","2012Q1","DH-Whitehall",TRUE,-0.15,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q3","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q2","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q1","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.14,"Cumulative_Perc_net_change","2012Q1","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.03,"Cumulative_Perc_net_change","2010Q4","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.08,"Cumulative_Perc_net_change","2011Q2","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.14,"Cumulative_Perc_net_change","2012Q1","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.19,"Cumulative_Perc_net_change","2013Q2","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.03,"Cumulative_Perc_net_change","2010Q4","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.08,"Cumulative_Perc_net_change","2011Q2","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.16,"Cumulative_Perc_net_change","2012Q4","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.17,"Cumulative_Perc_net_change","2013Q1","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.19,"Cumulative_Perc_net_change","2013Q2","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.16,"Cumulative_Perc_net_change","2012Q4","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.2,"Cumulative_Perc_net_change","2013Q3","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.12,"Cumulative_Perc_net_change","2011Q4","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.15,"Cumulative_Perc_net_change","2012Q3","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.11,"Cumulative_Perc_net_change","2011Q3","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.17,"Cumulative_Perc_net_change","2013Q1","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Non-Whitehall",-0.11,"Cumulative_Perc_net_change","2011Q3","DWP-Non-Whitehall",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q1","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.15,"Cumulative_Perc_net_change","2012Q2","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.2,"Cumulative_Perc_net_change","2013Q3","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","DWP-Whitehall",TRUE,-0.2,FALSE
"DWP","Departmental Group",-0.12,"Cumulative_Perc_net_change","2011Q4","DWP-Departmental Group",TRUE,-0.2,FALSE
"DWP","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","DWP-Whitehall",TRUE,-0.2,FALSE
"FCO","Departmental Group",-0.04,"Cumulative_Perc_net_change","2012Q1","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.05,"Cumulative_Perc_net_change","2013Q2","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.06,"Cumulative_Perc_net_change","2011Q2","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.06,"Cumulative_Perc_net_change","2012Q4","FCO-Departmental Group",TRUE,-0.04,FALSE
